EVENT_ID,TIMESTAMP,SECTOR,SOURCE_ASSET,PROCESS_NAME,FILE_ACTIVITY,CURRENT_ATTACK_STAGE,LABEL
N-05-00303,2026-01-15T17:14:18,Airports,S05-WS01,java,11,Normal,Normal
N-05-00304,2026-01-02T22:29:37,Airports,S05-DB01,svchost,11,Normal,Normal
N-05-00305,2026-01-17T02:12:38,Airports,S05-APP01,svchost,13,Normal,Normal
N-05-00306,2026-01-20T14:09:10,Airports,S05-APP01,nginx,12,Normal,Normal
N-05-00307,2026-01-06T14:14:00,Airports,S05-GW01,java,5,Normal,Normal
N-05-00308,2026-01-11T04:14:54,Airports,S05-AUTH01,powershell,15,Normal,Normal
N-05-00309,2026-01-15T16:15:13,Airports,S05-APP01,powershell,17,Normal,Normal
N-05-00310,2026-01-20T00:14:40,Airports,S05-BKP01,powershell,8,Normal,Normal
N-05-00311,2026-01-12T21:26:12,Airports,S05-GW01,nginx,17,Normal,Normal
N-05-00312,2026-01-15T01:18:44,Airports,S05-WS01,java,16,Normal,Normal
N-05-00313,2026-01-13T04:10:08,Airports,S05-BKP01,java,5,Normal,Normal
N-05-00314,2026-01-05T17:24:27,Airports,S05-AUTH01,powershell,12,Normal,Normal
N-05-00315,2026-01-04T18:33:08,Airports,S05-AUTH01,nginx,14,Normal,Normal
N-05-00316,2026-01-18T18:37:06,Airports,S05-DB01,powershell,16,Normal,Normal
N-05-00317,2026-01-12T03:40:22,Airports,S05-WS01,powershell,16,Normal,Normal
N-05-00318,2026-01-10T11:35:32,Airports,S05-BKP01,nginx,0,Normal,Normal
N-05-00319,2026-01-16T19:13:49,Airports,S05-GW01,nginx,12,Normal,Normal
N-05-00320,2026-01-07T08:15:49,Airports,S05-AUTH01,python,20,Normal,Normal
N-05-00321,2026-01-19T12:36:23,Airports,S05-WS01,svchost,11,Normal,Normal
N-05-00322,2026-01-12T01:43:24,Airports,S05-CTRL01,powershell,17,Normal,Normal
N-05-00323,2026-01-04T17:38:18,Airports,S05-MGMT01,powershell,19,Normal,Normal
N-05-00324,2026-01-01T14:53:50,Airports,S05-APP01,python,8,Normal,Normal
N-05-00325,2026-01-05T02:34:07,Airports,S05-APP01,powershell,18,Normal,Normal
N-05-00326,2026-01-18T01:42:27,Airports,S05-AUTH01,java,16,Normal,Normal
N-05-00327,2026-01-04T02:25:00,Airports,S05-WS01,svchost,10,Normal,Normal
N-05-00328,2026-01-15T21:37:58,Airports,S05-VPN01,nginx,6,Normal,Normal
N-05-00329,2026-01-01T13:34:44,Airports,S05-GW01,svchost,1,Normal,Normal
N-05-00330,2026-01-15T14:59:45,Airports,S05-VPN01,java,11,Normal,Normal
N-05-00331,2026-01-09T08:31:06,Airports,S05-VPN01,nginx,18,Normal,Normal
N-05-00332,2026-01-01T09:45:07,Airports,S05-MGMT01,nginx,5,Normal,Normal
N-05-00333,2026-01-01T11:50:01,Airports,S05-BKP01,svchost,14,Normal,Normal
N-05-00334,2026-01-12T09:05:20,Airports,S05-DB01,python,9,Normal,Normal
N-05-00335,2026-01-03T04:52:26,Airports,S05-VPN01,python,14,Normal,Normal
N-05-00336,2026-01-03T18:53:40,Airports,S05-GW01,python,3,Normal,Normal
N-05-00337,2026-01-04T23:03:34,Airports,S05-VPN01,java,4,Normal,Normal
N-05-00338,2026-01-10T19:18:14,Airports,S05-MGMT01,nginx,11,Normal,Normal
N-05-00339,2026-01-01T19:10:12,Airports,S05-AUTH01,powershell,20,Normal,Normal
N-05-00340,2026-01-09T20:58:53,Airports,S05-MGMT01,python,9,Normal,Normal
N-05-00341,2026-01-06T08:11:23,Airports,S05-WS01,java,6,Normal,Normal
N-05-00342,2026-01-03T05:12:37,Airports,S05-AUTH01,nginx,15,Normal,Normal
N-05-00343,2026-01-02T22:38:46,Airports,S05-WS01,python,16,Normal,Normal
N-05-00344,2026-01-12T22:30:40,Airports,S05-DB01,nginx,4,Normal,Normal
N-05-00345,2026-01-15T00:35:33,Airports,S05-MON01,nginx,12,Normal,Normal
N-05-00346,2026-01-09T05:54:46,Airports,S05-DB01,python,10,Normal,Normal
N-05-00347,2026-01-17T05:10:34,Airports,S05-VPN01,svchost,11,Normal,Normal
N-05-00348,2026-01-13T06:09:15,Airports,S05-WS01,powershell,20,Normal,Normal
N-05-00349,2026-01-03T12:08:58,Airports,S05-APP01,nginx,17,Normal,Normal
N-05-00350,2026-01-07T11:44:11,Airports,S05-WS01,svchost,2,Normal,Normal
N-05-00351,2026-01-07T23:54:16,Airports,S05-MON01,svchost,9,Normal,Normal
N-05-00352,2026-01-15T20:52:01,Airports,S05-VPN01,java,2,Normal,Normal
N-05-00353,2026-01-11T20:13:49,Airports,S05-MGMT01,powershell,4,Normal,Normal
N-05-00354,2026-01-11T08:14:41,Airports,S05-CTRL01,python,19,Normal,Normal
N-05-00355,2026-01-10T08:58:36,Airports,S05-GW01,nginx,13,Normal,Normal
N-05-00356,2026-01-01T17:37:48,Airports,S05-MON01,svchost,10,Normal,Normal
N-05-00357,2026-01-11T12:21:00,Airports,S05-CTRL01,powershell,14,Normal,Normal
N-05-00358,2026-01-09T00:03:10,Airports,S05-WS01,python,14,Normal,Normal
N-05-00359,2026-01-11T12:01:09,Airports,S05-CTRL01,python,8,Normal,Normal
N-05-00360,2026-01-08T12:29:13,Airports,S05-GW01,svchost,2,Normal,Normal
N-05-00361,2026-01-10T04:31:04,Airports,S05-MGMT01,powershell,15,Normal,Normal
N-05-00362,2026-01-18T03:24:05,Airports,S05-CTRL01,python,5,Normal,Normal
N-05-00363,2026-01-07T10:29:10,Airports,S05-MGMT01,svchost,17,Normal,Normal
N-05-00364,2026-01-11T20:53:44,Airports,S05-MON01,python,12,Normal,Normal
N-05-00365,2026-01-16T01:32:11,Airports,S05-BKP01,nginx,17,Normal,Normal
N-05-00366,2026-01-16T05:56:27,Airports,S05-GW01,python,3,Normal,Normal
N-05-00367,2026-01-03T04:51:00,Airports,S05-GW01,python,20,Normal,Normal
N-05-00368,2026-01-04T01:55:56,Airports,S05-CTRL01,python,8,Normal,Normal
N-05-00369,2026-01-18T05:36:29,Airports,S05-BKP01,nginx,7,Normal,Normal
N-05-00370,2026-01-02T22:08:57,Airports,S05-WS01,nginx,20,Normal,Normal
N-05-00371,2026-01-10T17:03:29,Airports,S05-GW01,svchost,14,Normal,Normal
N-05-00372,2026-01-20T16:56:34,Airports,S05-VPN01,java,3,Normal,Normal
N-05-00373,2026-01-13T20:38:37,Airports,S05-WS01,python,0,Normal,Normal
N-05-00374,2026-01-18T22:17:50,Airports,S05-VPN01,nginx,11,Normal,Normal
N-05-00375,2026-01-04T04:08:29,Airports,S05-VPN01,java,12,Normal,Normal
N-05-00376,2026-01-01T23:40:27,Airports,S05-VPN01,java,2,Normal,Normal
N-05-00377,2026-01-15T03:33:03,Airports,S05-CTRL01,svchost,8,Normal,Normal
N-05-00378,2026-01-02T12:14:09,Airports,S05-DB01,powershell,5,Normal,Normal
N-05-00379,2026-01-14T00:40:47,Airports,S05-APP01,powershell,11,Normal,Normal
N-05-00380,2026-01-03T08:25:27,Airports,S05-VPN01,java,20,Normal,Normal
N-05-00381,2026-01-11T16:26:14,Airports,S05-VPN01,svchost,6,Normal,Normal
N-05-00382,2026-01-19T10:46:56,Airports,S05-APP01,nginx,16,Normal,Normal
N-05-00383,2026-01-04T19:42:17,Airports,S05-MGMT01,java,8,Normal,Normal
N-05-00384,2026-01-04T17:52:03,Airports,S05-WS01,powershell,0,Normal,Normal
N-05-00385,2026-01-18T20:26:55,Airports,S05-MGMT01,powershell,20,Normal,Normal
N-05-00386,2026-01-02T05:34:27,Airports,S05-WS01,python,17,Normal,Normal
N-05-00387,2026-01-13T05:58:54,Airports,S05-GW01,nginx,12,Normal,Normal
N-05-00388,2026-01-07T00:36:40,Airports,S05-WS01,python,0,Normal,Normal
N-05-00389,2026-01-09T16:55:02,Airports,S05-MON01,nginx,14,Normal,Normal
N-05-00390,2026-01-02T02:20:08,Airports,S05-APP01,java,14,Normal,Normal
N-05-00391,2026-01-19T18:39:56,Airports,S05-MON01,python,9,Normal,Normal
N-05-00392,2026-01-13T17:10:31,Airports,S05-GW01,java,18,Normal,Normal
N-05-00393,2026-01-07T21:03:02,Airports,S05-MGMT01,powershell,2,Normal,Normal
N-05-00394,2026-01-20T04:00:21,Airports,S05-AUTH01,python,11,Normal,Normal
N-05-00395,2026-01-19T03:57:43,Airports,S05-BKP01,java,16,Normal,Normal
N-05-00396,2026-01-11T11:04:52,Airports,S05-GW01,powershell,1,Normal,Normal
N-05-00397,2026-01-13T04:10:20,Airports,S05-MON01,svchost,18,Normal,Normal
N-05-00398,2026-01-08T20:59:31,Airports,S05-BKP01,svchost,4,Normal,Normal
N-05-00399,2026-01-10T18:23:55,Airports,S05-GW01,svchost,7,Normal,Normal
N-05-00400,2026-01-02T03:07:58,Airports,S05-MON01,svchost,9,Normal,Normal
N-05-00401,2026-01-14T10:16:35,Airports,S05-CTRL01,nginx,8,Normal,Normal
N-05-00402,2026-01-17T22:02:57,Airports,S05-CTRL01,nginx,3,Normal,Normal
N-05-00403,2026-01-04T15:57:52,Airports,S05-MON01,powershell,16,Normal,Normal
N-05-00404,2026-01-04T13:14:02,Airports,S05-DB01,powershell,11,Normal,Normal
N-05-00405,2026-01-19T02:03:07,Airports,S05-APP01,nginx,9,Normal,Normal
N-05-00406,2026-01-02T21:23:07,Airports,S05-APP01,java,13,Normal,Normal
N-05-00407,2026-01-07T12:55:31,Airports,S05-AUTH01,svchost,13,Normal,Normal
N-05-00408,2026-01-07T15:15:21,Airports,S05-BKP01,python,19,Normal,Normal
N-05-00409,2026-01-18T08:46:48,Airports,S05-WS01,powershell,16,Normal,Normal
N-05-00410,2026-01-16T10:25:27,Airports,S05-BKP01,python,4,Normal,Normal
N-05-00411,2026-01-11T11:02:15,Airports,S05-DB01,nginx,7,Normal,Normal
N-05-00412,2026-01-08T18:22:50,Airports,S05-APP01,powershell,14,Normal,Normal
N-05-00413,2026-01-06T22:07:14,Airports,S05-CTRL01,python,7,Normal,Normal
N-05-00414,2026-01-09T04:07:58,Airports,S05-GW01,java,0,Normal,Normal
N-05-00415,2026-01-19T15:15:43,Airports,S05-GW01,svchost,9,Normal,Normal
N-05-00416,2026-01-16T11:50:51,Airports,S05-AUTH01,svchost,20,Normal,Normal
N-05-00417,2026-01-12T06:53:36,Airports,S05-CTRL01,svchost,4,Normal,Normal
N-05-00418,2026-01-16T13:09:39,Airports,S05-DB01,nginx,11,Normal,Normal
N-05-00419,2026-01-03T22:28:24,Airports,S05-CTRL01,python,17,Normal,Normal
N-05-00420,2026-01-16T06:13:09,Airports,S05-AUTH01,svchost,3,Normal,Normal
N-05-00421,2026-01-05T03:03:42,Airports,S05-AUTH01,powershell,19,Normal,Normal
N-05-00422,2026-01-20T22:11:18,Airports,S05-GW01,python,4,Normal,Normal
N-05-00423,2026-01-17T16:38:20,Airports,S05-VPN01,powershell,12,Normal,Normal
N-05-00424,2026-01-13T01:09:00,Airports,S05-APP01,powershell,15,Normal,Normal
N-05-00425,2026-01-11T01:44:17,Airports,S05-VPN01,powershell,14,Normal,Normal
N-05-00426,2026-01-17T23:02:12,Airports,S05-GW01,nginx,19,Normal,Normal
N-05-00427,2026-01-07T19:13:03,Airports,S05-APP01,java,18,Normal,Normal
N-05-00428,2026-01-02T00:16:29,Airports,S05-MON01,svchost,12,Normal,Normal
N-05-00429,2026-01-15T05:24:26,Airports,S05-APP01,python,20,Normal,Normal
N-05-00430,2026-01-11T05:23:49,Airports,S05-MGMT01,nginx,10,Normal,Normal
N-05-00431,2026-01-07T10:23:39,Airports,S05-BKP01,nginx,16,Normal,Normal
N-05-00432,2026-01-08T10:09:21,Airports,S05-VPN01,python,9,Normal,Normal
N-05-00433,2026-01-15T20:25:53,Airports,S05-MON01,java,5,Normal,Normal
N-05-00434,2026-01-06T02:42:17,Airports,S05-MON01,python,8,Normal,Normal
N-05-00435,2026-01-08T05:56:10,Airports,S05-MGMT01,svchost,5,Normal,Normal
N-05-00436,2026-01-19T13:08:27,Airports,S05-BKP01,powershell,17,Normal,Normal
N-05-00437,2026-01-04T15:04:04,Airports,S05-MGMT01,python,16,Normal,Normal
N-05-00438,2026-01-09T09:27:22,Airports,S05-MGMT01,powershell,9,Normal,Normal
N-05-00439,2026-01-05T14:35:30,Airports,S05-VPN01,nginx,9,Normal,Normal
N-05-00440,2026-01-16T19:27:40,Airports,S05-BKP01,java,16,Normal,Normal
N-05-00441,2026-01-05T23:49:52,Airports,S05-VPN01,nginx,7,Normal,Normal
N-05-00442,2026-01-09T20:15:45,Airports,S05-APP01,python,4,Normal,Normal
N-05-00443,2026-01-19T18:29:29,Airports,S05-WS01,nginx,5,Normal,Normal
N-05-00444,2026-01-01T14:36:30,Airports,S05-GW01,nginx,12,Normal,Normal
N-05-00445,2026-01-10T06:33:14,Airports,S05-DB01,powershell,17,Normal,Normal
N-05-00446,2026-01-12T23:04:24,Airports,S05-DB01,java,2,Normal,Normal
N-05-00447,2026-01-16T20:11:27,Airports,S05-WS01,python,11,Normal,Normal
N-05-00448,2026-01-21T02:40:20,Airports,S05-MON01,svchost,3,Normal,Normal
N-05-00449,2026-01-08T04:14:25,Airports,S05-AUTH01,nginx,3,Normal,Normal
N-05-00450,2026-01-13T06:48:39,Airports,S05-WS01,powershell,18,Normal,Normal
N-05-00451,2026-01-01T19:01:28,Airports,S05-APP01,python,13,Normal,Normal
N-05-00452,2026-01-14T17:31:59,Airports,S05-CTRL01,powershell,17,Normal,Normal
N-05-00453,2026-01-03T07:16:38,Airports,S05-GW01,nginx,11,Normal,Normal
N-05-00454,2026-01-20T01:46:40,Airports,S05-APP01,nginx,0,Normal,Normal
N-05-00455,2026-01-06T14:59:51,Airports,S05-GW01,python,19,Normal,Normal
N-05-00456,2026-01-09T12:42:05,Airports,S05-MON01,nginx,6,Normal,Normal
N-05-00457,2026-01-17T23:44:35,Airports,S05-MGMT01,powershell,6,Normal,Normal
N-05-00458,2026-01-02T00:33:47,Airports,S05-CTRL01,svchost,10,Normal,Normal
N-05-00459,2026-01-02T07:05:29,Airports,S05-WS01,nginx,2,Normal,Normal
N-05-00460,2026-01-02T23:17:17,Airports,S05-MON01,python,19,Normal,Normal
N-05-00461,2026-01-16T11:03:26,Airports,S05-APP01,python,3,Normal,Normal
N-05-00462,2026-01-10T13:16:30,Airports,S05-MON01,svchost,15,Normal,Normal
N-05-00463,2026-01-02T03:08:25,Airports,S05-APP01,nginx,0,Normal,Normal
N-05-00464,2026-01-10T05:06:28,Airports,S05-CTRL01,nginx,18,Normal,Normal
N-05-00465,2026-01-04T03:13:42,Airports,S05-DB01,python,20,Normal,Normal
N-05-00466,2026-01-03T10:34:21,Airports,S05-GW01,java,18,Normal,Normal
N-05-00467,2026-01-19T01:26:47,Airports,S05-WS01,svchost,11,Normal,Normal
N-05-00468,2026-01-12T06:29:31,Airports,S05-AUTH01,python,5,Normal,Normal
N-05-00469,2026-01-12T05:20:45,Airports,S05-DB01,java,19,Normal,Normal
N-05-00470,2026-01-09T09:16:38,Airports,S05-BKP01,nginx,3,Normal,Normal
N-05-00471,2026-01-19T14:06:07,Airports,S05-DB01,powershell,1,Normal,Normal
N-05-00472,2026-01-17T11:30:12,Airports,S05-APP01,nginx,16,Normal,Normal
N-05-00473,2026-01-07T00:20:07,Airports,S05-CTRL01,nginx,16,Normal,Normal
N-05-00474,2026-01-10T04:43:32,Airports,S05-MGMT01,powershell,18,Normal,Normal
N-05-00475,2026-01-14T08:41:58,Airports,S05-WS01,powershell,4,Normal,Normal
N-05-00476,2026-01-02T19:26:44,Airports,S05-VPN01,python,9,Normal,Normal
N-05-00477,2026-01-16T10:31:44,Airports,S05-CTRL01,svchost,17,Normal,Normal
N-05-00478,2026-01-10T09:25:35,Airports,S05-MON01,java,4,Normal,Normal
N-05-00479,2026-01-16T19:50:48,Airports,S05-MON01,powershell,14,Normal,Normal
N-05-00480,2026-01-19T23:15:29,Airports,S05-CTRL01,powershell,18,Normal,Normal
N-05-00481,2026-01-05T08:28:46,Airports,S05-GW01,powershell,11,Normal,Normal
N-05-00482,2026-01-15T02:39:34,Airports,S05-BKP01,nginx,1,Normal,Normal
N-05-00483,2026-01-20T07:04:23,Airports,S05-GW01,java,14,Normal,Normal
N-05-00484,2026-01-09T03:39:22,Airports,S05-VPN01,powershell,1,Normal,Normal
N-05-00485,2026-01-21T06:05:23,Airports,S05-VPN01,powershell,5,Normal,Normal
N-05-00486,2026-01-13T01:47:07,Airports,S05-DB01,svchost,18,Normal,Normal
N-05-00487,2026-01-21T04:08:26,Airports,S05-VPN01,nginx,11,Normal,Normal
N-05-00488,2026-01-11T03:15:32,Airports,S05-BKP01,python,14,Normal,Normal
N-05-00489,2026-01-08T07:50:17,Airports,S05-GW01,powershell,12,Normal,Normal
N-05-00490,2026-01-13T16:42:53,Airports,S05-VPN01,python,6,Normal,Normal
N-05-00491,2026-01-11T23:31:19,Airports,S05-GW01,python,6,Normal,Normal
N-05-00492,2026-01-07T12:18:10,Airports,S05-MON01,nginx,17,Normal,Normal
N-05-00493,2026-01-08T19:47:59,Airports,S05-APP01,python,11,Normal,Normal
N-05-00494,2026-01-09T22:46:05,Airports,S05-AUTH01,java,12,Normal,Normal
N-05-00495,2026-01-08T11:17:00,Airports,S05-BKP01,java,6,Normal,Normal
N-05-00496,2026-01-09T10:50:27,Airports,S05-VPN01,python,5,Normal,Normal
N-05-00497,2026-01-02T19:30:49,Airports,S05-DB01,nginx,9,Normal,Normal
N-05-00498,2026-01-15T04:12:30,Airports,S05-BKP01,svchost,7,Normal,Normal
N-05-00499,2026-01-17T10:35:13,Airports,S05-DB01,java,17,Normal,Normal
N-05-00500,2026-01-20T22:53:57,Airports,S05-APP01,nginx,3,Normal,Normal
N-05-00501,2026-01-03T11:50:19,Airports,S05-BKP01,svchost,3,Normal,Normal
N-05-00502,2026-01-15T07:34:17,Airports,S05-AUTH01,python,5,Normal,Normal
N-05-00503,2026-01-16T08:32:41,Airports,S05-WS01,java,3,Normal,Normal
N-05-00504,2026-01-01T15:18:14,Airports,S05-DB01,powershell,3,Normal,Normal
N-05-00505,2026-01-12T17:24:32,Airports,S05-CTRL01,svchost,1,Normal,Normal
N-05-00506,2026-01-09T22:22:35,Airports,S05-AUTH01,nginx,12,Normal,Normal
N-05-00507,2026-01-02T12:00:39,Airports,S05-MON01,nginx,17,Normal,Normal
N-05-00508,2026-01-15T01:00:41,Airports,S05-BKP01,python,6,Normal,Normal
N-05-00509,2026-01-18T05:40:57,Airports,S05-MON01,powershell,19,Normal,Normal
N-05-00510,2026-01-13T18:47:26,Airports,S05-CTRL01,powershell,16,Normal,Normal
N-05-00511,2026-01-04T01:35:36,Airports,S05-MGMT01,nginx,14,Normal,Normal
N-05-00512,2026-01-13T22:03:59,Airports,S05-AUTH01,python,14,Normal,Normal
N-05-00513,2026-01-21T01:04:02,Airports,S05-APP01,svchost,15,Normal,Normal
N-05-00514,2026-01-03T14:12:53,Airports,S05-BKP01,powershell,7,Normal,Normal
N-05-00515,2026-01-06T11:18:42,Airports,S05-WS01,svchost,15,Normal,Normal
N-05-00516,2026-01-05T05:03:56,Airports,S05-MON01,python,13,Normal,Normal
N-05-00517,2026-01-10T17:07:35,Airports,S05-WS01,java,2,Normal,Normal
N-05-00518,2026-01-19T19:36:17,Airports,S05-AUTH01,svchost,6,Normal,Normal
N-05-00519,2026-01-09T02:10:42,Airports,S05-GW01,svchost,9,Normal,Normal
N-05-00520,2026-01-10T13:12:08,Airports,S05-WS01,powershell,5,Normal,Normal
N-05-00521,2026-01-05T06:07:48,Airports,S05-GW01,java,12,Normal,Normal
N-05-00522,2026-01-11T01:02:19,Airports,S05-MGMT01,java,3,Normal,Normal
N-05-00523,2026-01-05T12:20:48,Airports,S05-GW01,powershell,7,Normal,Normal
N-05-00524,2026-01-14T21:14:38,Airports,S05-WS01,java,5,Normal,Normal
N-05-00525,2026-01-06T02:04:28,Airports,S05-CTRL01,svchost,7,Normal,Normal
N-05-00526,2026-01-05T21:26:06,Airports,S05-AUTH01,svchost,1,Normal,Normal
N-05-00527,2026-01-19T21:07:40,Airports,S05-VPN01,powershell,0,Normal,Normal
N-05-00528,2026-01-04T04:01:35,Airports,S05-WS01,python,11,Normal,Normal
N-05-00529,2026-01-09T10:27:42,Airports,S05-MGMT01,svchost,4,Normal,Normal
N-05-00530,2026-01-11T01:59:24,Airports,S05-MGMT01,java,19,Normal,Normal
N-05-00531,2026-01-01T09:22:44,Airports,S05-GW01,svchost,6,Normal,Normal
N-05-00532,2026-01-08T23:19:17,Airports,S05-APP01,python,1,Normal,Normal
N-05-00533,2026-01-18T19:12:57,Airports,S05-WS01,python,14,Normal,Normal
N-05-00534,2026-01-03T07:11:41,Airports,S05-VPN01,svchost,19,Normal,Normal
N-05-00535,2026-01-12T22:21:43,Airports,S05-APP01,powershell,15,Normal,Normal
N-05-00536,2026-01-06T04:21:25,Airports,S05-BKP01,python,11,Normal,Normal
N-05-00537,2026-01-14T15:31:19,Airports,S05-APP01,svchost,6,Normal,Normal
N-05-00538,2026-01-16T03:55:47,Airports,S05-DB01,java,13,Normal,Normal
N-05-00539,2026-01-12T00:50:47,Airports,S05-MGMT01,java,0,Normal,Normal
N-05-00540,2026-01-21T06:17:33,Airports,S05-CTRL01,java,1,Normal,Normal
N-05-00541,2026-01-03T01:53:44,Airports,S05-AUTH01,nginx,18,Normal,Normal
N-05-00542,2026-01-20T03:09:20,Airports,S05-MON01,powershell,19,Normal,Normal
N-05-00543,2026-01-05T21:39:58,Airports,S05-GW01,svchost,14,Normal,Normal
N-05-00544,2026-01-03T10:14:50,Airports,S05-MON01,java,17,Normal,Normal
N-05-00545,2026-01-05T13:10:37,Airports,S05-MGMT01,python,10,Normal,Normal
N-05-00546,2026-01-20T02:37:04,Airports,S05-VPN01,java,17,Normal,Normal
N-05-00547,2026-01-05T05:31:28,Airports,S05-MGMT01,svchost,0,Normal,Normal
N-05-00548,2026-01-19T06:05:33,Airports,S05-WS01,java,10,Normal,Normal
N-05-00549,2026-01-05T21:48:44,Airports,S05-CTRL01,java,5,Normal,Normal
N-05-00550,2026-01-09T15:13:41,Airports,S05-BKP01,java,15,Normal,Normal
N-05-00551,2026-01-16T01:54:07,Airports,S05-VPN01,nginx,1,Normal,Normal
N-05-00552,2026-01-12T19:22:24,Airports,S05-WS01,nginx,18,Normal,Normal
N-05-00553,2026-01-15T17:52:15,Airports,S05-BKP01,powershell,0,Normal,Normal
N-05-00554,2026-01-13T00:29:21,Airports,S05-MON01,python,6,Normal,Normal
N-05-00555,2026-01-19T00:00:02,Airports,S05-VPN01,python,6,Normal,Normal
N-05-00556,2026-01-07T11:43:07,Airports,S05-AUTH01,nginx,10,Normal,Normal
N-05-00557,2026-01-13T16:28:02,Airports,S05-WS01,svchost,1,Normal,Normal
N-05-00558,2026-01-03T19:31:30,Airports,S05-WS01,svchost,15,Normal,Normal
N-05-00559,2026-01-08T18:45:13,Airports,S05-APP01,python,1,Normal,Normal
N-05-00560,2026-01-10T22:33:58,Airports,S05-MON01,java,19,Normal,Normal
N-05-00561,2026-01-09T09:45:36,Airports,S05-GW01,powershell,1,Normal,Normal
N-05-00562,2026-01-19T07:18:24,Airports,S05-VPN01,nginx,4,Normal,Normal
N-05-00563,2026-01-15T22:18:24,Airports,S05-GW01,powershell,11,Normal,Normal
N-05-00564,2026-01-08T02:27:46,Airports,S05-AUTH01,python,17,Normal,Normal
N-05-00565,2026-01-01T17:21:41,Airports,S05-CTRL01,nginx,20,Normal,Normal
N-05-00566,2026-01-17T08:22:08,Airports,S05-MGMT01,powershell,20,Normal,Normal
N-05-00567,2026-01-09T02:00:20,Airports,S05-BKP01,java,3,Normal,Normal
N-05-00568,2026-01-03T17:05:54,Airports,S05-AUTH01,svchost,19,Normal,Normal
N-05-00569,2026-01-05T07:30:46,Airports,S05-APP01,java,6,Normal,Normal
N-05-00570,2026-01-15T00:52:15,Airports,S05-WS01,nginx,15,Normal,Normal
N-05-00571,2026-01-20T08:15:53,Airports,S05-CTRL01,svchost,4,Normal,Normal
N-05-00572,2026-01-13T11:05:30,Airports,S05-GW01,powershell,2,Normal,Normal
N-05-00573,2026-01-13T11:32:27,Airports,S05-DB01,java,7,Normal,Normal
N-05-00574,2026-01-20T21:23:20,Airports,S05-WS01,nginx,3,Normal,Normal
N-05-00575,2026-01-13T21:38:34,Airports,S05-BKP01,svchost,9,Normal,Normal
N-05-00576,2026-01-19T22:20:51,Airports,S05-MON01,nginx,0,Normal,Normal
N-05-00577,2026-01-19T09:58:15,Airports,S05-AUTH01,powershell,16,Normal,Normal
N-05-00578,2026-01-20T16:34:07,Airports,S05-MON01,java,8,Normal,Normal
N-05-00579,2026-01-11T04:32:17,Airports,S05-MGMT01,java,14,Normal,Normal
N-05-00580,2026-01-08T09:15:31,Airports,S05-MGMT01,java,10,Normal,Normal
N-05-00581,2026-01-10T06:59:59,Airports,S05-CTRL01,nginx,0,Normal,Normal
N-05-00582,2026-01-03T13:11:25,Airports,S05-DB01,nginx,12,Normal,Normal
N-05-00583,2026-01-09T13:16:20,Airports,S05-MGMT01,svchost,6,Normal,Normal
N-05-00584,2026-01-05T09:51:29,Airports,S05-CTRL01,powershell,19,Normal,Normal
N-05-00585,2026-01-20T04:05:51,Airports,S05-DB01,powershell,18,Normal,Normal
N-05-00586,2026-01-03T14:43:51,Airports,S05-CTRL01,nginx,9,Normal,Normal
N-05-00587,2026-01-14T13:48:40,Airports,S05-DB01,java,4,Normal,Normal
N-05-00588,2026-01-17T21:38:14,Airports,S05-MON01,svchost,2,Normal,Normal
N-05-00589,2026-01-10T20:07:31,Airports,S05-BKP01,python,20,Normal,Normal
N-05-00590,2026-01-18T02:34:53,Airports,S05-BKP01,svchost,17,Normal,Normal
N-05-00591,2026-01-10T13:25:22,Airports,S05-BKP01,java,20,Normal,Normal
N-05-00592,2026-01-10T02:51:10,Airports,S05-MGMT01,powershell,9,Normal,Normal
N-05-00593,2026-01-11T00:38:19,Airports,S05-DB01,java,6,Normal,Normal
N-05-00594,2026-01-04T23:49:10,Airports,S05-WS01,nginx,5,Normal,Normal
N-05-00595,2026-01-13T08:42:26,Airports,S05-CTRL01,java,0,Normal,Normal
N-05-00596,2026-01-15T16:20:47,Airports,S05-DB01,powershell,2,Normal,Normal
N-05-00597,2026-01-21T04:33:09,Airports,S05-DB01,nginx,11,Normal,Normal
N-05-00598,2026-01-03T15:12:37,Airports,S05-GW01,svchost,20,Normal,Normal
N-05-00599,2026-01-11T21:26:24,Airports,S05-VPN01,powershell,9,Normal,Normal
A-05-SCN041-01-00,2026-01-14T09:01:00,Airports,S05-WS01,ssh,65,Reconnaissance,Attack
A-05-SCN041-01-01,2026-01-14T09:07:00,Airports,S05-APP01,cmd,30,Initial Access,Attack
A-05-SCN041-01-02,2026-01-14T09:12:00,Airports,S05-GW01,cmd,30,Execution,Attack
A-05-SCN041-01-03,2026-01-14T09:15:00,Airports,S05-DB01,curl,14,Discovery,Attack
A-05-SCN041-01-04,2026-01-14T09:22:00,Airports,S05-MON01,unknown,5,Lateral Movement,Attack
A-05-SCN041-01-05,2026-01-14T09:27:00,Airports,S05-CTRL01,curl,200,Impact,Attack
A-05-SCN041-01-06,2026-01-14T09:32:00,Airports,S05-WS01,wmic,1517,Impact,Attack
A-05-SCN041-01-07,2026-01-14T09:37:00,Airports,S05-APP01,ssh,393,Impact,Attack
A-05-SCN041-01-08,2026-01-14T09:42:00,Airports,S05-GW01,wmic,1945,Impact,Attack
A-05-SCN041-01-09,2026-01-14T09:47:00,Airports,S05-DB01,cmd,423,Impact,Attack
