EVENT_ID,SECTOR,ATTACK_TYPE,CURRENT_ATTACK_STAGE,MITRE_TECHNIQUE,LABEL
N-06-00188,Defence Networks,Normal,Normal,None,Normal
N-06-00189,Defence Networks,Normal,Normal,None,Normal
N-06-00190,Defence Networks,Normal,Normal,None,Normal
N-06-00191,Defence Networks,Normal,Normal,None,Normal
N-06-00192,Defence Networks,Normal,Normal,None,Normal
N-06-00193,Defence Networks,Normal,Normal,None,Normal
N-06-00194,Defence Networks,Normal,Normal,None,Normal
N-06-00195,Defence Networks,Normal,Normal,None,Normal
N-06-00196,Defence Networks,Normal,Normal,None,Normal
N-06-00197,Defence Networks,Normal,Normal,None,Normal
N-06-00198,Defence Networks,Normal,Normal,None,Normal
N-06-00199,Defence Networks,Normal,Normal,None,Normal
N-06-00200,Defence Networks,Normal,Normal,None,Normal
N-06-00201,Defence Networks,Normal,Normal,None,Normal
N-06-00202,Defence Networks,Normal,Normal,None,Normal
N-06-00203,Defence Networks,Normal,Normal,None,Normal
N-06-00204,Defence Networks,Normal,Normal,None,Normal
N-06-00205,Defence Networks,Normal,Normal,None,Normal
N-06-00206,Defence Networks,Normal,Normal,None,Normal
N-06-00207,Defence Networks,Normal,Normal,None,Normal
N-06-00208,Defence Networks,Normal,Normal,None,Normal
N-06-00209,Defence Networks,Normal,Normal,None,Normal
N-06-00210,Defence Networks,Normal,Normal,None,Normal
N-06-00211,Defence Networks,Normal,Normal,None,Normal
N-06-00212,Defence Networks,Normal,Normal,None,Normal
N-06-00213,Defence Networks,Normal,Normal,None,Normal
N-06-00214,Defence Networks,Normal,Normal,None,Normal
N-06-00215,Defence Networks,Normal,Normal,None,Normal
N-06-00216,Defence Networks,Normal,Normal,None,Normal
N-06-00217,Defence Networks,Normal,Normal,None,Normal
N-06-00218,Defence Networks,Normal,Normal,None,Normal
N-06-00219,Defence Networks,Normal,Normal,None,Normal
N-06-00220,Defence Networks,Normal,Normal,None,Normal
N-06-00221,Defence Networks,Normal,Normal,None,Normal
N-06-00222,Defence Networks,Normal,Normal,None,Normal
N-06-00223,Defence Networks,Normal,Normal,None,Normal
N-06-00224,Defence Networks,Normal,Normal,None,Normal
N-06-00225,Defence Networks,Normal,Normal,None,Normal
N-06-00226,Defence Networks,Normal,Normal,None,Normal
N-06-00227,Defence Networks,Normal,Normal,None,Normal
N-06-00228,Defence Networks,Normal,Normal,None,Normal
N-06-00229,Defence Networks,Normal,Normal,None,Normal
N-06-00230,Defence Networks,Normal,Normal,None,Normal
N-06-00231,Defence Networks,Normal,Normal,None,Normal
N-06-00232,Defence Networks,Normal,Normal,None,Normal
N-06-00233,Defence Networks,Normal,Normal,None,Normal
N-06-00234,Defence Networks,Normal,Normal,None,Normal
N-06-00235,Defence Networks,Normal,Normal,None,Normal
N-06-00236,Defence Networks,Normal,Normal,None,Normal
N-06-00237,Defence Networks,Normal,Normal,None,Normal
N-06-00238,Defence Networks,Normal,Normal,None,Normal
N-06-00239,Defence Networks,Normal,Normal,None,Normal
N-06-00240,Defence Networks,Normal,Normal,None,Normal
N-06-00241,Defence Networks,Normal,Normal,None,Normal
N-06-00242,Defence Networks,Normal,Normal,None,Normal
N-06-00243,Defence Networks,Normal,Normal,None,Normal
N-06-00244,Defence Networks,Normal,Normal,None,Normal
N-06-00245,Defence Networks,Normal,Normal,None,Normal
N-06-00246,Defence Networks,Normal,Normal,None,Normal
N-06-00247,Defence Networks,Normal,Normal,None,Normal
N-06-00248,Defence Networks,Normal,Normal,None,Normal
N-06-00249,Defence Networks,Normal,Normal,None,Normal
N-06-00250,Defence Networks,Normal,Normal,None,Normal
N-06-00251,Defence Networks,Normal,Normal,None,Normal
N-06-00252,Defence Networks,Normal,Normal,None,Normal
N-06-00253,Defence Networks,Normal,Normal,None,Normal
N-06-00254,Defence Networks,Normal,Normal,None,Normal
N-06-00255,Defence Networks,Normal,Normal,None,Normal
N-06-00256,Defence Networks,Normal,Normal,None,Normal
N-06-00257,Defence Networks,Normal,Normal,None,Normal
N-06-00258,Defence Networks,Normal,Normal,None,Normal
N-06-00259,Defence Networks,Normal,Normal,None,Normal
N-06-00260,Defence Networks,Normal,Normal,None,Normal
N-06-00261,Defence Networks,Normal,Normal,None,Normal
N-06-00262,Defence Networks,Normal,Normal,None,Normal
N-06-00263,Defence Networks,Normal,Normal,None,Normal
N-06-00264,Defence Networks,Normal,Normal,None,Normal
N-06-00265,Defence Networks,Normal,Normal,None,Normal
N-06-00266,Defence Networks,Normal,Normal,None,Normal
N-06-00267,Defence Networks,Normal,Normal,None,Normal
N-06-00268,Defence Networks,Normal,Normal,None,Normal
N-06-00269,Defence Networks,Normal,Normal,None,Normal
N-06-00270,Defence Networks,Normal,Normal,None,Normal
N-06-00271,Defence Networks,Normal,Normal,None,Normal
N-06-00272,Defence Networks,Normal,Normal,None,Normal
N-06-00273,Defence Networks,Normal,Normal,None,Normal
N-06-00274,Defence Networks,Normal,Normal,None,Normal
N-06-00275,Defence Networks,Normal,Normal,None,Normal
N-06-00276,Defence Networks,Normal,Normal,None,Normal
N-06-00277,Defence Networks,Normal,Normal,None,Normal
N-06-00278,Defence Networks,Normal,Normal,None,Normal
N-06-00279,Defence Networks,Normal,Normal,None,Normal
N-06-00280,Defence Networks,Normal,Normal,None,Normal
N-06-00281,Defence Networks,Normal,Normal,None,Normal
N-06-00282,Defence Networks,Normal,Normal,None,Normal
N-06-00283,Defence Networks,Normal,Normal,None,Normal
N-06-00284,Defence Networks,Normal,Normal,None,Normal
N-06-00285,Defence Networks,Normal,Normal,None,Normal
N-06-00286,Defence Networks,Normal,Normal,None,Normal
N-06-00287,Defence Networks,Normal,Normal,None,Normal
N-06-00288,Defence Networks,Normal,Normal,None,Normal
N-06-00289,Defence Networks,Normal,Normal,None,Normal
N-06-00290,Defence Networks,Normal,Normal,None,Normal
N-06-00291,Defence Networks,Normal,Normal,None,Normal
N-06-00292,Defence Networks,Normal,Normal,None,Normal
N-06-00293,Defence Networks,Normal,Normal,None,Normal
N-06-00294,Defence Networks,Normal,Normal,None,Normal
N-06-00295,Defence Networks,Normal,Normal,None,Normal
N-06-00296,Defence Networks,Normal,Normal,None,Normal
N-06-00297,Defence Networks,Normal,Normal,None,Normal
N-06-00298,Defence Networks,Normal,Normal,None,Normal
N-06-00299,Defence Networks,Normal,Normal,None,Normal
N-06-00300,Defence Networks,Normal,Normal,None,Normal
N-06-00301,Defence Networks,Normal,Normal,None,Normal
N-06-00302,Defence Networks,Normal,Normal,None,Normal
N-06-00303,Defence Networks,Normal,Normal,None,Normal
N-06-00304,Defence Networks,Normal,Normal,None,Normal
N-06-00305,Defence Networks,Normal,Normal,None,Normal
N-06-00306,Defence Networks,Normal,Normal,None,Normal
N-06-00307,Defence Networks,Normal,Normal,None,Normal
N-06-00308,Defence Networks,Normal,Normal,None,Normal
N-06-00309,Defence Networks,Normal,Normal,None,Normal
N-06-00310,Defence Networks,Normal,Normal,None,Normal
N-06-00311,Defence Networks,Normal,Normal,None,Normal
N-06-00312,Defence Networks,Normal,Normal,None,Normal
N-06-00313,Defence Networks,Normal,Normal,None,Normal
N-06-00314,Defence Networks,Normal,Normal,None,Normal
N-06-00315,Defence Networks,Normal,Normal,None,Normal
N-06-00316,Defence Networks,Normal,Normal,None,Normal
N-06-00317,Defence Networks,Normal,Normal,None,Normal
N-06-00318,Defence Networks,Normal,Normal,None,Normal
N-06-00319,Defence Networks,Normal,Normal,None,Normal
N-06-00320,Defence Networks,Normal,Normal,None,Normal
N-06-00321,Defence Networks,Normal,Normal,None,Normal
N-06-00322,Defence Networks,Normal,Normal,None,Normal
N-06-00323,Defence Networks,Normal,Normal,None,Normal
N-06-00324,Defence Networks,Normal,Normal,None,Normal
N-06-00325,Defence Networks,Normal,Normal,None,Normal
N-06-00326,Defence Networks,Normal,Normal,None,Normal
N-06-00327,Defence Networks,Normal,Normal,None,Normal
N-06-00328,Defence Networks,Normal,Normal,None,Normal
N-06-00329,Defence Networks,Normal,Normal,None,Normal
N-06-00330,Defence Networks,Normal,Normal,None,Normal
N-06-00331,Defence Networks,Normal,Normal,None,Normal
N-06-00332,Defence Networks,Normal,Normal,None,Normal
N-06-00333,Defence Networks,Normal,Normal,None,Normal
N-06-00334,Defence Networks,Normal,Normal,None,Normal
N-06-00335,Defence Networks,Normal,Normal,None,Normal
N-06-00336,Defence Networks,Normal,Normal,None,Normal
N-06-00337,Defence Networks,Normal,Normal,None,Normal
N-06-00338,Defence Networks,Normal,Normal,None,Normal
N-06-00339,Defence Networks,Normal,Normal,None,Normal
N-06-00340,Defence Networks,Normal,Normal,None,Normal
N-06-00341,Defence Networks,Normal,Normal,None,Normal
N-06-00342,Defence Networks,Normal,Normal,None,Normal
N-06-00343,Defence Networks,Normal,Normal,None,Normal
N-06-00344,Defence Networks,Normal,Normal,None,Normal
N-06-00345,Defence Networks,Normal,Normal,None,Normal
N-06-00346,Defence Networks,Normal,Normal,None,Normal
N-06-00347,Defence Networks,Normal,Normal,None,Normal
N-06-00348,Defence Networks,Normal,Normal,None,Normal
N-06-00349,Defence Networks,Normal,Normal,None,Normal
N-06-00350,Defence Networks,Normal,Normal,None,Normal
N-06-00351,Defence Networks,Normal,Normal,None,Normal
N-06-00352,Defence Networks,Normal,Normal,None,Normal
N-06-00353,Defence Networks,Normal,Normal,None,Normal
N-06-00354,Defence Networks,Normal,Normal,None,Normal
N-06-00355,Defence Networks,Normal,Normal,None,Normal
N-06-00356,Defence Networks,Normal,Normal,None,Normal
N-06-00357,Defence Networks,Normal,Normal,None,Normal
N-06-00358,Defence Networks,Normal,Normal,None,Normal
N-06-00359,Defence Networks,Normal,Normal,None,Normal
N-06-00360,Defence Networks,Normal,Normal,None,Normal
N-06-00361,Defence Networks,Normal,Normal,None,Normal
N-06-00362,Defence Networks,Normal,Normal,None,Normal
N-06-00363,Defence Networks,Normal,Normal,None,Normal
N-06-00364,Defence Networks,Normal,Normal,None,Normal
N-06-00365,Defence Networks,Normal,Normal,None,Normal
N-06-00366,Defence Networks,Normal,Normal,None,Normal
N-06-00367,Defence Networks,Normal,Normal,None,Normal
N-06-00368,Defence Networks,Normal,Normal,None,Normal
N-06-00369,Defence Networks,Normal,Normal,None,Normal
N-06-00370,Defence Networks,Normal,Normal,None,Normal
N-06-00371,Defence Networks,Normal,Normal,None,Normal
N-06-00372,Defence Networks,Normal,Normal,None,Normal
N-06-00373,Defence Networks,Normal,Normal,None,Normal
N-06-00374,Defence Networks,Normal,Normal,None,Normal
N-06-00375,Defence Networks,Normal,Normal,None,Normal
N-06-00376,Defence Networks,Normal,Normal,None,Normal
N-06-00377,Defence Networks,Normal,Normal,None,Normal
N-06-00378,Defence Networks,Normal,Normal,None,Normal
N-06-00379,Defence Networks,Normal,Normal,None,Normal
N-06-00380,Defence Networks,Normal,Normal,None,Normal
N-06-00381,Defence Networks,Normal,Normal,None,Normal
N-06-00382,Defence Networks,Normal,Normal,None,Normal
N-06-00383,Defence Networks,Normal,Normal,None,Normal
N-06-00384,Defence Networks,Normal,Normal,None,Normal
N-06-00385,Defence Networks,Normal,Normal,None,Normal
N-06-00386,Defence Networks,Normal,Normal,None,Normal
N-06-00387,Defence Networks,Normal,Normal,None,Normal
N-06-00388,Defence Networks,Normal,Normal,None,Normal
N-06-00389,Defence Networks,Normal,Normal,None,Normal
N-06-00390,Defence Networks,Normal,Normal,None,Normal
N-06-00391,Defence Networks,Normal,Normal,None,Normal
N-06-00392,Defence Networks,Normal,Normal,None,Normal
N-06-00393,Defence Networks,Normal,Normal,None,Normal
N-06-00394,Defence Networks,Normal,Normal,None,Normal
N-06-00395,Defence Networks,Normal,Normal,None,Normal
N-06-00396,Defence Networks,Normal,Normal,None,Normal
N-06-00397,Defence Networks,Normal,Normal,None,Normal
N-06-00398,Defence Networks,Normal,Normal,None,Normal
N-06-00399,Defence Networks,Normal,Normal,None,Normal
N-06-00400,Defence Networks,Normal,Normal,None,Normal
N-06-00401,Defence Networks,Normal,Normal,None,Normal
N-06-00402,Defence Networks,Normal,Normal,None,Normal
N-06-00403,Defence Networks,Normal,Normal,None,Normal
N-06-00404,Defence Networks,Normal,Normal,None,Normal
N-06-00405,Defence Networks,Normal,Normal,None,Normal
N-06-00406,Defence Networks,Normal,Normal,None,Normal
N-06-00407,Defence Networks,Normal,Normal,None,Normal
N-06-00408,Defence Networks,Normal,Normal,None,Normal
N-06-00409,Defence Networks,Normal,Normal,None,Normal
N-06-00410,Defence Networks,Normal,Normal,None,Normal
N-06-00411,Defence Networks,Normal,Normal,None,Normal
N-06-00412,Defence Networks,Normal,Normal,None,Normal
N-06-00413,Defence Networks,Normal,Normal,None,Normal
N-06-00414,Defence Networks,Normal,Normal,None,Normal
N-06-00415,Defence Networks,Normal,Normal,None,Normal
N-06-00416,Defence Networks,Normal,Normal,None,Normal
N-06-00417,Defence Networks,Normal,Normal,None,Normal
N-06-00418,Defence Networks,Normal,Normal,None,Normal
N-06-00419,Defence Networks,Normal,Normal,None,Normal
N-06-00420,Defence Networks,Normal,Normal,None,Normal
N-06-00421,Defence Networks,Normal,Normal,None,Normal
N-06-00422,Defence Networks,Normal,Normal,None,Normal
N-06-00423,Defence Networks,Normal,Normal,None,Normal
N-06-00424,Defence Networks,Normal,Normal,None,Normal
N-06-00425,Defence Networks,Normal,Normal,None,Normal
N-06-00426,Defence Networks,Normal,Normal,None,Normal
N-06-00427,Defence Networks,Normal,Normal,None,Normal
N-06-00428,Defence Networks,Normal,Normal,None,Normal
N-06-00429,Defence Networks,Normal,Normal,None,Normal
N-06-00430,Defence Networks,Normal,Normal,None,Normal
N-06-00431,Defence Networks,Normal,Normal,None,Normal
N-06-00432,Defence Networks,Normal,Normal,None,Normal
N-06-00433,Defence Networks,Normal,Normal,None,Normal
N-06-00434,Defence Networks,Normal,Normal,None,Normal
N-06-00435,Defence Networks,Normal,Normal,None,Normal
N-06-00436,Defence Networks,Normal,Normal,None,Normal
N-06-00437,Defence Networks,Normal,Normal,None,Normal
N-06-00438,Defence Networks,Normal,Normal,None,Normal
N-06-00439,Defence Networks,Normal,Normal,None,Normal
N-06-00440,Defence Networks,Normal,Normal,None,Normal
N-06-00441,Defence Networks,Normal,Normal,None,Normal
N-06-00442,Defence Networks,Normal,Normal,None,Normal
N-06-00443,Defence Networks,Normal,Normal,None,Normal
N-06-00444,Defence Networks,Normal,Normal,None,Normal
N-06-00445,Defence Networks,Normal,Normal,None,Normal
N-06-00446,Defence Networks,Normal,Normal,None,Normal
N-06-00447,Defence Networks,Normal,Normal,None,Normal
N-06-00448,Defence Networks,Normal,Normal,None,Normal
N-06-00449,Defence Networks,Normal,Normal,None,Normal
N-06-00450,Defence Networks,Normal,Normal,None,Normal
N-06-00451,Defence Networks,Normal,Normal,None,Normal
N-06-00452,Defence Networks,Normal,Normal,None,Normal
N-06-00453,Defence Networks,Normal,Normal,None,Normal
N-06-00454,Defence Networks,Normal,Normal,None,Normal
N-06-00455,Defence Networks,Normal,Normal,None,Normal
N-06-00456,Defence Networks,Normal,Normal,None,Normal
N-06-00457,Defence Networks,Normal,Normal,None,Normal
N-06-00458,Defence Networks,Normal,Normal,None,Normal
N-06-00459,Defence Networks,Normal,Normal,None,Normal
N-06-00460,Defence Networks,Normal,Normal,None,Normal
N-06-00461,Defence Networks,Normal,Normal,None,Normal
N-06-00462,Defence Networks,Normal,Normal,None,Normal
N-06-00463,Defence Networks,Normal,Normal,None,Normal
N-06-00464,Defence Networks,Normal,Normal,None,Normal
N-06-00465,Defence Networks,Normal,Normal,None,Normal
N-06-00466,Defence Networks,Normal,Normal,None,Normal
N-06-00467,Defence Networks,Normal,Normal,None,Normal
N-06-00468,Defence Networks,Normal,Normal,None,Normal
N-06-00469,Defence Networks,Normal,Normal,None,Normal
N-06-00470,Defence Networks,Normal,Normal,None,Normal
N-06-00471,Defence Networks,Normal,Normal,None,Normal
N-06-00472,Defence Networks,Normal,Normal,None,Normal
N-06-00473,Defence Networks,Normal,Normal,None,Normal
N-06-00474,Defence Networks,Normal,Normal,None,Normal
N-06-00475,Defence Networks,Normal,Normal,None,Normal
N-06-00476,Defence Networks,Normal,Normal,None,Normal
N-06-00477,Defence Networks,Normal,Normal,None,Normal
N-06-00478,Defence Networks,Normal,Normal,None,Normal
N-06-00479,Defence Networks,Normal,Normal,None,Normal
N-06-00480,Defence Networks,Normal,Normal,None,Normal
N-06-00481,Defence Networks,Normal,Normal,None,Normal
N-06-00482,Defence Networks,Normal,Normal,None,Normal
N-06-00483,Defence Networks,Normal,Normal,None,Normal
N-06-00484,Defence Networks,Normal,Normal,None,Normal
N-06-00485,Defence Networks,Normal,Normal,None,Normal
N-06-00486,Defence Networks,Normal,Normal,None,Normal
N-06-00487,Defence Networks,Normal,Normal,None,Normal
N-06-00488,Defence Networks,Normal,Normal,None,Normal
N-06-00489,Defence Networks,Normal,Normal,None,Normal
N-06-00490,Defence Networks,Normal,Normal,None,Normal
N-06-00491,Defence Networks,Normal,Normal,None,Normal
N-06-00492,Defence Networks,Normal,Normal,None,Normal
N-06-00493,Defence Networks,Normal,Normal,None,Normal
N-06-00494,Defence Networks,Normal,Normal,None,Normal
N-06-00495,Defence Networks,Normal,Normal,None,Normal
N-06-00496,Defence Networks,Normal,Normal,None,Normal
N-06-00497,Defence Networks,Normal,Normal,None,Normal
N-06-00498,Defence Networks,Normal,Normal,None,Normal
N-06-00499,Defence Networks,Normal,Normal,None,Normal
N-06-00500,Defence Networks,Normal,Normal,None,Normal
N-06-00501,Defence Networks,Normal,Normal,None,Normal
N-06-00502,Defence Networks,Normal,Normal,None,Normal
N-06-00503,Defence Networks,Normal,Normal,None,Normal
N-06-00504,Defence Networks,Normal,Normal,None,Normal
N-06-00505,Defence Networks,Normal,Normal,None,Normal
N-06-00506,Defence Networks,Normal,Normal,None,Normal
N-06-00507,Defence Networks,Normal,Normal,None,Normal
N-06-00508,Defence Networks,Normal,Normal,None,Normal
N-06-00509,Defence Networks,Normal,Normal,None,Normal
N-06-00510,Defence Networks,Normal,Normal,None,Normal
N-06-00511,Defence Networks,Normal,Normal,None,Normal
N-06-00512,Defence Networks,Normal,Normal,None,Normal
N-06-00513,Defence Networks,Normal,Normal,None,Normal
N-06-00514,Defence Networks,Normal,Normal,None,Normal
N-06-00515,Defence Networks,Normal,Normal,None,Normal
N-06-00516,Defence Networks,Normal,Normal,None,Normal
N-06-00517,Defence Networks,Normal,Normal,None,Normal
N-06-00518,Defence Networks,Normal,Normal,None,Normal
N-06-00519,Defence Networks,Normal,Normal,None,Normal
N-06-00520,Defence Networks,Normal,Normal,None,Normal
N-06-00521,Defence Networks,Normal,Normal,None,Normal
N-06-00522,Defence Networks,Normal,Normal,None,Normal
N-06-00523,Defence Networks,Normal,Normal,None,Normal
N-06-00524,Defence Networks,Normal,Normal,None,Normal
N-06-00525,Defence Networks,Normal,Normal,None,Normal
N-06-00526,Defence Networks,Normal,Normal,None,Normal
N-06-00527,Defence Networks,Normal,Normal,None,Normal
N-06-00528,Defence Networks,Normal,Normal,None,Normal
N-06-00529,Defence Networks,Normal,Normal,None,Normal
N-06-00530,Defence Networks,Normal,Normal,None,Normal
N-06-00531,Defence Networks,Normal,Normal,None,Normal
N-06-00532,Defence Networks,Normal,Normal,None,Normal
N-06-00533,Defence Networks,Normal,Normal,None,Normal
N-06-00534,Defence Networks,Normal,Normal,None,Normal
N-06-00535,Defence Networks,Normal,Normal,None,Normal
N-06-00536,Defence Networks,Normal,Normal,None,Normal
N-06-00537,Defence Networks,Normal,Normal,None,Normal
N-06-00538,Defence Networks,Normal,Normal,None,Normal
N-06-00539,Defence Networks,Normal,Normal,None,Normal
N-06-00540,Defence Networks,Normal,Normal,None,Normal
N-06-00541,Defence Networks,Normal,Normal,None,Normal
N-06-00542,Defence Networks,Normal,Normal,None,Normal
N-06-00543,Defence Networks,Normal,Normal,None,Normal
N-06-00544,Defence Networks,Normal,Normal,None,Normal
N-06-00545,Defence Networks,Normal,Normal,None,Normal
N-06-00546,Defence Networks,Normal,Normal,None,Normal
N-06-00547,Defence Networks,Normal,Normal,None,Normal
N-06-00548,Defence Networks,Normal,Normal,None,Normal
N-06-00549,Defence Networks,Normal,Normal,None,Normal
N-06-00550,Defence Networks,Normal,Normal,None,Normal
N-06-00551,Defence Networks,Normal,Normal,None,Normal
N-06-00552,Defence Networks,Normal,Normal,None,Normal
N-06-00553,Defence Networks,Normal,Normal,None,Normal
N-06-00554,Defence Networks,Normal,Normal,None,Normal
N-06-00555,Defence Networks,Normal,Normal,None,Normal
N-06-00556,Defence Networks,Normal,Normal,None,Normal
N-06-00557,Defence Networks,Normal,Normal,None,Normal
N-06-00558,Defence Networks,Normal,Normal,None,Normal
N-06-00559,Defence Networks,Normal,Normal,None,Normal
N-06-00560,Defence Networks,Normal,Normal,None,Normal
N-06-00561,Defence Networks,Normal,Normal,None,Normal
N-06-00562,Defence Networks,Normal,Normal,None,Normal
N-06-00563,Defence Networks,Normal,Normal,None,Normal
N-06-00564,Defence Networks,Normal,Normal,None,Normal
N-06-00565,Defence Networks,Normal,Normal,None,Normal
N-06-00566,Defence Networks,Normal,Normal,None,Normal
N-06-00567,Defence Networks,Normal,Normal,None,Normal
N-06-00568,Defence Networks,Normal,Normal,None,Normal
N-06-00569,Defence Networks,Normal,Normal,None,Normal
N-06-00570,Defence Networks,Normal,Normal,None,Normal
N-06-00571,Defence Networks,Normal,Normal,None,Normal
N-06-00572,Defence Networks,Normal,Normal,None,Normal
N-06-00573,Defence Networks,Normal,Normal,None,Normal
N-06-00574,Defence Networks,Normal,Normal,None,Normal
N-06-00575,Defence Networks,Normal,Normal,None,Normal
N-06-00576,Defence Networks,Normal,Normal,None,Normal
N-06-00577,Defence Networks,Normal,Normal,None,Normal
N-06-00578,Defence Networks,Normal,Normal,None,Normal
N-06-00579,Defence Networks,Normal,Normal,None,Normal
N-06-00580,Defence Networks,Normal,Normal,None,Normal
N-06-00581,Defence Networks,Normal,Normal,None,Normal
N-06-00582,Defence Networks,Normal,Normal,None,Normal
N-06-00583,Defence Networks,Normal,Normal,None,Normal
N-06-00584,Defence Networks,Normal,Normal,None,Normal
N-06-00585,Defence Networks,Normal,Normal,None,Normal
N-06-00586,Defence Networks,Normal,Normal,None,Normal
N-06-00587,Defence Networks,Normal,Normal,None,Normal
N-06-00588,Defence Networks,Normal,Normal,None,Normal
N-06-00589,Defence Networks,Normal,Normal,None,Normal
N-06-00590,Defence Networks,Normal,Normal,None,Normal
N-06-00591,Defence Networks,Normal,Normal,None,Normal
N-06-00592,Defence Networks,Normal,Normal,None,Normal
N-06-00593,Defence Networks,Normal,Normal,None,Normal
N-06-00594,Defence Networks,Normal,Normal,None,Normal
N-06-00595,Defence Networks,Normal,Normal,None,Normal
N-06-00596,Defence Networks,Normal,Normal,None,Normal
N-06-00597,Defence Networks,Normal,Normal,None,Normal
N-06-00598,Defence Networks,Normal,Normal,None,Normal
N-06-00599,Defence Networks,Normal,Normal,None,Normal
A-06-SCN051-01-00,Defence Networks,Spear Phishing,Reconnaissance,T1498,Attack
A-06-SCN051-01-01,Defence Networks,Spear Phishing,Initial Access,T1078,Attack
A-06-SCN051-01-02,Defence Networks,Spear Phishing,Credential Access,T1110,Attack
A-06-SCN051-01-03,Defence Networks,Spear Phishing,Discovery,T1046,Attack
A-06-SCN051-01-04,Defence Networks,Spear Phishing,Lateral Movement,T1021,Attack
A-06-SCN051-01-05,Defence Networks,Spear Phishing,Collection,T1005,Attack
A-06-SCN051-01-06,Defence Networks,Spear Phishing,Collection,T1005,Attack
A-06-SCN051-01-07,Defence Networks,Spear Phishing,Collection,T1005,Attack
A-06-SCN051-01-08,Defence Networks,Spear Phishing,Collection,T1005,Attack
A-06-SCN051-01-09,Defence Networks,Spear Phishing,Collection,T1005,Attack
A-06-SCN051-02-00,Defence Networks,Spear Phishing,Reconnaissance,T1486,Attack
A-06-SCN051-02-01,Defence Networks,Spear Phishing,Initial Access,T1190,Attack
A-06-SCN051-02-02,Defence Networks,Spear Phishing,Credential Access,T1110,Attack
A-06-SCN051-02-03,Defence Networks,Spear Phishing,Discovery,T1087,Attack
A-06-SCN051-02-04,Defence Networks,Spear Phishing,Lateral Movement,T1021,Attack
A-06-SCN051-02-05,Defence Networks,Spear Phishing,Collection,T1005,Attack
A-06-SCN051-02-06,Defence Networks,Spear Phishing,Collection,T1005,Attack
A-06-SCN051-02-07,Defence Networks,Spear Phishing,Collection,T1005,Attack
A-06-SCN051-02-08,Defence Networks,Spear Phishing,Collection,T1005,Attack
A-06-SCN051-02-09,Defence Networks,Spear Phishing,Collection,T1005,Attack
A-06-SCN051-03-00,Defence Networks,Spear Phishing,Reconnaissance,T1071,Attack
A-06-SCN051-03-01,Defence Networks,Spear Phishing,Initial Access,T1078,Attack
A-06-SCN051-03-02,Defence Networks,Spear Phishing,Credential Access,T1110,Attack
A-06-SCN051-03-03,Defence Networks,Spear Phishing,Discovery,T1046,Attack
A-06-SCN051-03-04,Defence Networks,Spear Phishing,Lateral Movement,T1021,Attack
A-06-SCN051-03-05,Defence Networks,Spear Phishing,Collection,T1005,Attack
A-06-SCN051-03-06,Defence Networks,Spear Phishing,Collection,T1005,Attack
A-06-SCN051-03-07,Defence Networks,Spear Phishing,Collection,T1005,Attack
A-06-SCN051-03-08,Defence Networks,Spear Phishing,Collection,T1005,Attack
A-06-SCN051-03-09,Defence Networks,Spear Phishing,Collection,T1005,Attack
A-06-SCN051-04-00,Defence Networks,Spear Phishing,Reconnaissance,T1059,Attack
A-06-SCN051-04-01,Defence Networks,Spear Phishing,Initial Access,T1078,Attack
A-06-SCN051-04-02,Defence Networks,Spear Phishing,Credential Access,T1110,Attack
A-06-SCN051-04-03,Defence Networks,Spear Phishing,Discovery,T1046,Attack
A-06-SCN051-04-04,Defence Networks,Spear Phishing,Lateral Movement,T1021,Attack
A-06-SCN051-04-05,Defence Networks,Spear Phishing,Collection,T1005,Attack
A-06-SCN051-04-06,Defence Networks,Spear Phishing,Collection,T1005,Attack
A-06-SCN051-04-07,Defence Networks,Spear Phishing,Collection,T1005,Attack
A-06-SCN051-04-08,Defence Networks,Spear Phishing,Collection,T1005,Attack
A-06-SCN051-04-09,Defence Networks,Spear Phishing,Collection,T1005,Attack
A-06-SCN052-01-00,Defence Networks,Credential Compromise,Reconnaissance,T1068,Attack
A-06-SCN052-01-01,Defence Networks,Credential Compromise,Initial Access,T1190,Attack
A-06-SCN052-01-02,Defence Networks,Credential Compromise,Credential Access,T1110,Attack
A-06-SCN052-01-03,Defence Networks,Credential Compromise,Discovery,T1087,Attack
A-06-SCN052-01-04,Defence Networks,Credential Compromise,Lateral Movement,T1021,Attack
A-06-SCN052-01-05,Defence Networks,Credential Compromise,Collection,T1005,Attack
A-06-SCN052-01-06,Defence Networks,Credential Compromise,Collection,T1005,Attack
A-06-SCN052-01-07,Defence Networks,Credential Compromise,Collection,T1005,Attack
A-06-SCN052-01-08,Defence Networks,Credential Compromise,Collection,T1005,Attack
A-06-SCN052-01-09,Defence Networks,Credential Compromise,Collection,T1005,Attack
A-06-SCN052-02-00,Defence Networks,Credential Compromise,Reconnaissance,T1087,Attack
A-06-SCN052-02-01,Defence Networks,Credential Compromise,Initial Access,T1078,Attack
A-06-SCN052-02-02,Defence Networks,Credential Compromise,Credential Access,T1110,Attack
A-06-SCN052-02-03,Defence Networks,Credential Compromise,Discovery,T1087,Attack
A-06-SCN052-02-04,Defence Networks,Credential Compromise,Lateral Movement,T1021,Attack
A-06-SCN052-02-05,Defence Networks,Credential Compromise,Collection,T1005,Attack
A-06-SCN052-02-06,Defence Networks,Credential Compromise,Collection,T1005,Attack
A-06-SCN052-02-07,Defence Networks,Credential Compromise,Collection,T1005,Attack
