EVENT_ID,TIMESTAMP,SECTOR,DEPARTMENT,SOURCE_ASSET,DESTINATION_ASSET,SOURCE_IP,DESTINATION_IP,SOURCE_PORT,DESTINATION_PORT,PROTOCOL,BYTES_SENT,BYTES_RECEIVED,PACKETS_SENT,PACKETS_RECEIVED,FLOW_DURATION_SEC,CONNECTION_FREQUENCY,UNIQUE_DESTINATIONS,UNIQUE_PORTS,DNS_DOMAIN,DNS_FREQUENCY,DOMAIN_NOVELTY,USER_ID,AUTHENTICATION_TYPE,AUTHENTICATION_RESULT,FAILED_LOGIN_COUNT,PROCESS_NAME,FILE_ACTIVITY,ASSET_TYPE,ASSET_CRITICALITY,ASSET_ZONE,ASSET_OWNER,VULNERABILITY_SCORE,INTERNET_EXPOSURE,PREVIOUS_ATTACK_STAGE,CURRENT_ATTACK_STAGE,NEXT_ATTACK_STAGE,ATTACK_TYPE,MITRE_TECHNIQUE,LABEL,BYTES_PER_SEC,PACKETS_PER_SEC,AUTH_FAILURE_RATE,TRAFFIC_BURST_SCORE,TARGET_NOVELTY_SCORE,CRITICALITY_SCORE,BLAST_RADIUS_PROXY
N-04-00463,2026-01-17T21:13:22,Railways,DEPT-04,S04-BKP01,S04-GW01,10.2.42.128,10.3.43.159,53,22,TCP,31170,27160,297,572,29.64,2,1,2,auth.local,5,No,USR-018,Password,Success,2,python,17,Critical,Internal,OWNER-04,3.3,No,None,Normal,Normal,Normal,Normal,None,Normal,1967.948717948718,29.318488529014843,0.6666666666666666,0.869,3,2.0,7.0
N-04-00464,2026-01-03T20:02:27,Railways,DEPT-04,S04-MON01,S04-GW01,10.2.42.245,10.3.43.41,22,22,UDP,22733,9443,204,423,9.98,8,1,2,auth.local,1,No,USR-078,SSO,Success,2,powershell,7,High,Internal,OWNER-04,3.9,No,None,Normal,Normal,Normal,Normal,None,Normal,3224.0480961923845,62.82565130260521,0.6666666666666666,0.627,3,2.0,7.0
N-04-00465,2026-01-17T13:48:02,Railways,DEPT-04,S04-APP01,S04-BKP01,10.2.42.206,10.3.43.225,80,53,UDP,16063,32159,482,120,102.86,2,4,3,auth.local,3,No,USR-070,Password,Success,1,java,1,High,DMZ,OWNER-04,8.5,Yes,None,Normal,Normal,Normal,Normal,None,Normal,468.81197744507097,5.852615205133191,0.5,0.602,7,2.0,11.0
N-04-00466,2026-01-19T12:14:08,Railways,DEPT-04,S04-CTRL01,S04-MGMT01,10.2.42.190,10.3.43.194,53,5432,UDP,32998,51966,32,461,18.92,1,5,2,service.local,2,No,USR-019,Password,Success,1,python,5,Critical,OT,OWNER-04,7.4,No,None,Normal,Normal,Normal,Normal,None,Normal,4490.697674418604,26.05708245243129,0.5,0.493,7,2.0,11.0
N-04-00467,2026-01-08T15:25:13,Railways,DEPT-04,S04-AUTH01,S04-GW01,10.2.42.203,10.3.43.209,8080,22,UDP,10798,14808,107,258,68.8,6,4,3,service.local,2,No,USR-049,SSO,Success,0,nginx,6,Critical,Internal,OWNER-04,4.9,No,None,Normal,Normal,Normal,Normal,None,Normal,372.18023255813955,5.305232558139535,0.0,0.365,7,2.0,11.0
N-04-00468,2026-01-03T21:41:07,Railways,DEPT-04,S04-VPN01,S04-AUTH01,10.2.42.136,10.3.43.107,80,443,UDP,49787,5843,346,133,44.71,6,1,2,internal.gov.local,5,Yes,USR-023,Certificate,Success,1,java,13,High,DMZ,OWNER-04,5.0,Yes,None,Normal,Normal,Normal,Normal,None,Normal,1244.2406620442853,10.71348691567882,0.5,0.479,8,2.0,7.0
N-04-00469,2026-01-18T17:03:31,Railways,DEPT-04,S04-WS01,S04-VPN01,10.2.42.6,10.3.43.123,443,80,UDP,22336,49726,91,75,42.78,6,2,4,auth.local,2,No,USR-052,Certificate,Success,0,python,11,Medium,Internal,OWNER-04,9.3,No,None,Normal,Normal,Normal,Normal,None,Normal,1684.4787283777466,3.880317905563347,0.0,0.166,6,2.0,10.0
N-04-00470,2026-01-19T22:30:36,Railways,DEPT-04,S04-MON01,S04-MGMT01,10.2.42.203,10.3.43.225,22,443,TCP,16641,42503,137,590,5.99,6,3,4,service.local,5,No,USR-039,Password,Success,2,python,16,High,Internal,OWNER-04,3.9,No,None,Normal,Normal,Normal,Normal,None,Normal,9873.789649415692,121.36894824707846,0.6666666666666666,0.727,7,2.0,11.0
N-04-00471,2026-01-19T12:30:27,Railways,DEPT-04,S04-VPN01,S04-BKP01,10.2.42.105,10.3.43.20,443,5432,UDP,3967,1949,226,277,73.58,1,1,4,internal.gov.local,5,No,USR-020,Password,Success,0,nginx,11,High,DMZ,OWNER-04,5.0,Yes,None,Normal,Normal,Normal,Normal,None,Normal,80.40228322913835,6.8360967654253875,0.0,0.503,5,2.0,9.0
N-04-00472,2026-01-11T21:45:29,Railways,DEPT-04,S04-MGMT01,S04-MON01,10.2.42.222,10.3.43.206,22,80,TCP,27127,25810,190,163,75.14,5,3,3,internal.gov.local,4,Yes,USR-042,SSO,Success,1,python,16,Critical,Internal,OWNER-04,2.6,No,None,Normal,Normal,Normal,Normal,None,Normal,704.5115783870109,4.697897258450892,0.5,0.353,11,2.0,10.0
N-04-00473,2026-01-19T11:31:20,Railways,DEPT-04,S04-CTRL01,S04-APP01,10.2.42.205,10.3.43.97,8080,80,UDP,32386,47723,484,122,103.51,3,3,1,monitor.local,3,No,USR-021,Password,Success,0,nginx,6,Critical,OT,OWNER-04,7.4,No,None,Normal,Normal,Normal,Normal,None,Normal,773.9252246159791,5.854506810936141,0.0,0.606,4,2.0,8.0
N-04-00474,2026-01-19T11:51:26,Railways,DEPT-04,S04-MON01,S04-DB01,10.2.42.5,10.3.43.4,443,22,UDP,12430,31915,92,252,15.81,2,3,2,internal.gov.local,3,No,USR-063,Certificate,Success,0,python,10,High,Internal,OWNER-04,3.9,No,None,Normal,Normal,Normal,Normal,None,Normal,2804.8703352308667,21.758380771663504,0.0,0.344,5,2.0,9.0
N-04-00475,2026-01-07T23:17:12,Railways,DEPT-04,S04-DB01,S04-CTRL01,10.2.42.5,10.3.43.226,53,443,UDP,27101,56697,7,28,29.32,6,1,3,internal.gov.local,2,No,USR-030,Password,Success,0,python,6,Critical,Internal,OWNER-04,7.2,No,None,Normal,Normal,Normal,Normal,None,Normal,2858.0491132332877,1.193724420190996,0.0,0.035,4,2.0,8.0
N-04-00476,2026-01-19T14:29:22,Railways,DEPT-04,S04-BKP01,S04-GW01,10.2.42.180,10.3.43.123,80,443,UDP,13404,11831,38,371,100.52,7,4,4,service.local,2,Yes,USR-046,Certificate,Success,0,svchost,7,Critical,Internal,OWNER-04,3.3,No,None,Normal,Normal,Normal,Normal,None,Normal,251.04456824512536,4.068842021488261,0.0,0.409,13,2.0,12.0
N-04-00477,2026-01-17T10:28:24,Railways,DEPT-04,S04-GW01,S04-AUTH01,10.2.42.222,10.3.43.21,8080,443,TCP,2455,28405,270,450,97.34,5,2,4,service.local,3,No,USR-046,SSO,Success,1,powershell,11,High,DMZ,OWNER-04,4.2,Yes,None,Normal,Normal,Normal,Normal,None,Normal,317.0330799260324,7.396753647010478,0.5,0.72,6,2.0,10.0
N-04-00478,2026-01-20T10:04:48,Railways,DEPT-04,S04-APP01,S04-BKP01,10.2.42.171,10.3.43.104,8080,5432,TCP,10463,24762,313,594,8.76,2,2,1,internal.gov.local,5,No,USR-060,SSO,Success,2,nginx,2,High,DMZ,OWNER-04,8.5,Yes,None,Normal,Normal,Normal,Normal,None,Normal,4021.1187214611873,103.53881278538813,0.6666666666666666,0.907,3,2.0,7.0
N-04-00479,2026-01-05T14:04:53,Railways,DEPT-04,S04-CTRL01,S04-VPN01,10.2.42.126,10.3.43.120,443,53,UDP,26701,65255,267,339,114.55,8,4,4,internal.gov.local,2,No,USR-058,SSO,Success,2,powershell,8,Critical,OT,OWNER-04,7.4,No,None,Normal,Normal,Normal,Normal,None,Normal,802.7586206896552,5.290266259275426,0.6666666666666666,0.606,8,2.0,12.0
N-04-00480,2026-01-09T04:42:53,Railways,DEPT-04,S04-WS01,S04-APP01,10.2.42.98,10.3.43.94,53,22,TCP,31740,44227,497,542,22.12,2,2,2,internal.gov.local,5,No,USR-013,Password,Success,2,powershell,11,Medium,Internal,OWNER-04,9.3,No,None,Normal,Normal,Normal,Normal,None,Normal,3434.3128390596744,46.971066907775764,0.6666666666666666,1.039,4,2.0,8.0
N-04-00481,2026-01-16T12:33:17,Railways,DEPT-04,S04-VPN01,S04-WS01,10.2.42.83,10.3.43.116,80,22,TCP,25793,34751,19,459,13.06,5,5,1,service.local,1,No,USR-034,SSO,Success,2,powershell,4,High,DMZ,OWNER-04,5.0,Yes,None,Normal,Normal,Normal,Normal,None,Normal,4635.83460949464,36.60030627871363,0.6666666666666666,0.478,6,2.0,10.0
N-04-00482,2026-01-02T14:14:46,Railways,DEPT-04,S04-MON01,S04-WS01,10.2.42.69,10.3.43.93,53,22,UDP,18538,27863,36,184,69.04,4,5,2,monitor.local,3,No,USR-020,Certificate,Success,1,svchost,5,High,Internal,OWNER-04,3.9,No,None,Normal,Normal,Normal,Normal,None,Normal,672.0886442641946,3.1865585168018535,0.5,0.22,7,2.0,11.0
N-04-00483,2026-01-10T13:23:49,Railways,DEPT-04,S04-CTRL01,S04-AUTH01,10.2.42.59,10.3.43.51,53,443,TCP,39459,45916,64,73,26.27,2,2,2,service.local,4,Yes,USR-013,SSO,Success,2,powershell,4,Critical,OT,OWNER-04,7.4,No,None,Normal,Normal,Normal,Normal,None,Normal,3249.904834411877,5.215074229158736,0.6666666666666666,0.137,9,2.0,8.0
N-04-00484,2026-01-03T07:33:58,Railways,DEPT-04,S04-MGMT01,S04-APP01,10.2.42.240,10.3.43.140,53,22,TCP,10512,31468,63,575,39.47,4,1,2,service.local,5,Yes,USR-045,SSO,Success,0,java,9,Critical,Internal,OWNER-04,2.6,No,None,Normal,Normal,Normal,Normal,None,Normal,1063.5926019761844,16.16417532303015,0.0,0.638,8,2.0,7.0
N-04-00485,2026-01-20T18:30:07,Railways,DEPT-04,S04-GW01,S04-VPN01,10.2.42.188,10.3.43.246,8080,443,UDP,35249,48624,159,236,113.91,3,4,3,internal.gov.local,5,Yes,USR-025,Password,Success,1,python,10,High,DMZ,OWNER-04,4.2,Yes,None,Normal,Normal,Normal,Normal,None,Normal,736.3093670441577,3.467649899043104,0.5,0.395,12,2.0,11.0
N-04-00486,2026-01-11T03:58:18,Railways,DEPT-04,S04-AUTH01,S04-VPN01,10.2.42.43,10.3.43.210,8080,22,UDP,36241,41775,65,158,48.4,8,3,4,service.local,4,No,USR-021,Certificate,Success,2,nginx,20,Critical,Internal,OWNER-04,4.9,No,None,Normal,Normal,Normal,Normal,None,Normal,1611.9008264462811,4.607438016528926,0.6666666666666666,0.223,7,2.0,11.0
N-04-00487,2026-01-15T10:34:54,Railways,DEPT-04,S04-GW01,S04-WS01,10.2.42.32,10.3.43.102,443,443,TCP,33746,10951,57,110,113.48,8,1,3,internal.gov.local,3,Yes,USR-070,Certificate,Success,2,svchost,7,High,DMZ,OWNER-04,4.2,Yes,None,Normal,Normal,Normal,Normal,None,Normal,393.8755727881565,1.4716249559393726,0.6666666666666666,0.167,9,2.0,8.0
N-04-00488,2026-01-12T22:45:03,Railways,DEPT-04,S04-MON01,S04-WS01,10.2.42.97,10.3.43.36,443,53,TCP,8615,6293,257,249,67.86,8,1,1,monitor.local,2,No,USR-055,Password,Success,2,powershell,16,High,Internal,OWNER-04,3.9,No,None,Normal,Normal,Normal,Normal,None,Normal,219.6875921013852,7.456528146183318,0.6666666666666666,0.506,2,2.0,6.0
N-04-00489,2026-01-20T05:37:57,Railways,DEPT-04,S04-APP01,S04-GW01,10.2.42.117,10.3.43.124,443,5432,UDP,43228,65181,224,503,104.26,5,1,4,monitor.local,1,Yes,USR-035,Certificate,Success,1,python,16,High,DMZ,OWNER-04,8.5,Yes,None,Normal,Normal,Normal,Normal,None,Normal,1039.794743909457,6.972952234797621,0.5,0.727,10,2.0,9.0
N-04-00490,2026-01-19T05:26:40,Railways,DEPT-04,S04-VPN01,S04-WS01,10.2.42.207,10.3.43.81,22,80,UDP,22563,7833,463,281,88.01,7,3,3,service.local,5,Yes,USR-072,Certificate,Success,1,powershell,3,High,DMZ,OWNER-04,5.0,Yes,None,Normal,Normal,Normal,Normal,None,Normal,345.3698443358709,8.453584819906828,0.5,0.744,11,2.0,10.0
N-04-00491,2026-01-08T20:10:56,Railways,DEPT-04,S04-AUTH01,S04-MON01,10.2.42.47,10.3.43.128,53,53,UDP,15759,14432,177,379,20.72,5,1,4,service.local,2,No,USR-011,Password,Success,1,python,3,Critical,Internal,OWNER-04,4.9,No,None,Normal,Normal,Normal,Normal,None,Normal,1457.0945945945946,26.833976833976834,0.5,0.556,5,2.0,9.0
N-04-00492,2026-01-13T02:34:23,Railways,DEPT-04,S04-VPN01,S04-BKP01,10.2.42.8,10.3.43.218,53,80,UDP,21553,69311,347,351,50.06,8,4,1,internal.gov.local,3,No,USR-049,Certificate,Success,2,python,5,High,DMZ,OWNER-04,5.0,Yes,None,Normal,Normal,Normal,Normal,None,Normal,1815.1018777467038,13.943268078306032,0.6666666666666666,0.698,5,2.0,9.0
N-04-00493,2026-01-08T05:19:11,Railways,DEPT-04,S04-BKP01,S04-DB01,10.2.42.211,10.3.43.79,80,80,UDP,40588,24423,273,534,76.67,1,1,3,service.local,3,No,USR-027,SSO,Success,0,svchost,5,Critical,Internal,OWNER-04,3.3,No,None,Normal,Normal,Normal,Normal,None,Normal,847.9326985783226,10.525629320464327,0.0,0.807,4,2.0,8.0
N-04-00494,2026-01-21T04:10:25,Railways,DEPT-04,S04-MGMT01,S04-CTRL01,10.2.42.32,10.3.43.131,80,443,TCP,41295,33886,7,563,32.86,8,3,2,monitor.local,1,No,USR-040,SSO,Success,0,java,2,Critical,Internal,OWNER-04,2.6,No,None,Normal,Normal,Normal,Normal,None,Normal,2287.9184418746195,17.34631771150335,0.0,0.57,5,2.0,9.0
N-04-00495,2026-01-12T01:53:23,Railways,DEPT-04,S04-BKP01,S04-AUTH01,10.2.42.118,10.3.43.163,80,80,TCP,2368,3415,217,99,13.64,4,4,3,service.local,5,Yes,USR-037,Certificate,Success,0,java,6,Critical,Internal,OWNER-04,3.3,No,None,Normal,Normal,Normal,Normal,None,Normal,423.97360703812313,23.167155425219942,0.0,0.316,12,2.0,11.0
N-04-00496,2026-01-04T23:22:15,Railways,DEPT-04,S04-DB01,S04-BKP01,10.2.42.83,10.3.43.223,8080,22,UDP,39356,56976,122,573,25.82,5,4,1,monitor.local,3,No,USR-051,Certificate,Success,2,python,3,Critical,Internal,OWNER-04,7.2,No,None,Normal,Normal,Normal,Normal,None,Normal,3730.906274206042,26.91711851278079,0.6666666666666666,0.695,5,2.0,9.0
N-04-00497,2026-01-08T16:34:27,Railways,DEPT-04,S04-MGMT01,S04-BKP01,10.2.42.28,10.3.43.51,8080,53,TCP,44170,40943,243,333,109.36,2,1,3,service.local,3,No,USR-042,Certificate,Success,1,svchost,11,Critical,Internal,OWNER-04,2.6,No,None,Normal,Normal,Normal,Normal,None,Normal,778.2827359180687,5.26700804681785,0.5,0.576,4,2.0,8.0
N-04-00498,2026-01-05T21:19:15,Railways,DEPT-04,S04-VPN01,S04-DB01,10.2.42.204,10.3.43.206,22,53,TCP,29546,56921,282,370,23.15,5,5,3,internal.gov.local,5,No,USR-058,SSO,Success,0,svchost,19,High,DMZ,OWNER-04,5.0,Yes,None,Normal,Normal,Normal,Normal,None,Normal,3735.075593952484,28.16414686825054,0.0,0.652,8,2.0,12.0
N-04-00499,2026-01-12T23:08:01,Railways,DEPT-04,S04-MON01,S04-AUTH01,10.2.42.160,10.3.43.225,80,53,UDP,49031,9840,154,2,118.92,5,4,3,internal.gov.local,5,Yes,USR-077,Certificate,Success,0,svchost,7,High,Internal,OWNER-04,3.9,No,None,Normal,Normal,Normal,Normal,None,Normal,495.0470904809956,1.3118062563067607,0.0,0.156,12,2.0,11.0
N-04-00500,2026-01-12T21:57:33,Railways,DEPT-04,S04-BKP01,S04-APP01,10.2.42.88,10.3.43.117,22,80,UDP,24022,21345,468,119,46.93,3,1,1,internal.gov.local,5,No,USR-068,Password,Success,2,python,10,Critical,Internal,OWNER-04,3.3,No,None,Normal,Normal,Normal,Normal,None,Normal,966.6950777754101,12.507990624334115,0.6666666666666666,0.587,2,2.0,6.0
N-04-00501,2026-01-16T02:28:20,Railways,DEPT-04,S04-WS01,S04-CTRL01,10.2.42.36,10.3.43.23,443,80,TCP,45667,47998,297,320,94.41,4,2,2,internal.gov.local,4,No,USR-019,SSO,Success,1,python,1,Medium,Internal,OWNER-04,9.3,No,None,Normal,Normal,Normal,Normal,None,Normal,992.1088867704692,6.535324647812732,0.5,0.617,4,2.0,8.0
N-04-00502,2026-01-11T23:08:01,Railways,DEPT-04,S04-APP01,S04-VPN01,10.2.42.229,10.3.43.98,8080,443,UDP,15206,25968,241,64,82.29,4,4,2,monitor.local,3,No,USR-034,Certificate,Success,0,svchost,8,High,DMZ,OWNER-04,8.5,Yes,None,Normal,Normal,Normal,Normal,None,Normal,500.3524122007534,3.706404180337829,0.0,0.305,6,2.0,10.0
N-04-00503,2026-01-14T06:25:24,Railways,DEPT-04,S04-BKP01,S04-AUTH01,10.2.42.184,10.3.43.180,8080,443,UDP,20650,44845,94,78,70.73,3,4,4,internal.gov.local,2,No,USR-069,SSO,Success,0,powershell,15,Critical,Internal,OWNER-04,3.3,No,None,Normal,Normal,Normal,Normal,None,Normal,925.9861444931429,2.431782836137424,0.0,0.172,8,2.0,12.0
N-04-00504,2026-01-12T21:03:42,Railways,DEPT-04,S04-BKP01,S04-GW01,10.2.42.65,10.3.43.209,443,53,TCP,21814,36786,217,51,1.94,8,5,4,auth.local,1,Yes,USR-056,Certificate,Success,1,svchost,8,Critical,Internal,OWNER-04,3.3,No,None,Normal,Normal,Normal,Normal,None,Normal,30206.18556701031,138.1443298969072,0.5,0.268,14,2.0,13.0
N-04-00505,2026-01-08T10:58:50,Railways,DEPT-04,S04-WS01,S04-AUTH01,10.2.42.88,10.3.43.249,8080,80,TCP,16805,69984,457,517,45.79,6,3,4,internal.gov.local,1,No,USR-023,Password,Success,2,python,14,Medium,Internal,OWNER-04,9.3,No,None,Normal,Normal,Normal,Normal,None,Normal,1895.3701681589866,21.27101987333479,0.6666666666666666,0.974,7,2.0,11.0
N-04-00506,2026-01-10T05:03:23,Railways,DEPT-04,S04-BKP01,S04-WS01,10.2.42.53,10.3.43.19,53,22,UDP,37263,55108,70,486,31.77,4,2,3,internal.gov.local,2,No,USR-037,Password,Success,2,svchost,0,Critical,Internal,OWNER-04,3.3,No,None,Normal,Normal,Normal,Normal,None,Normal,2907.4913440352534,17.500786905886056,0.6666666666666666,0.556,5,2.0,9.0
N-04-00507,2026-01-09T02:01:11,Railways,DEPT-04,S04-DB01,S04-VPN01,10.2.42.102,10.3.43.224,8080,53,UDP,31497,46900,118,68,45.99,2,2,3,monitor.local,5,No,USR-031,Password,Success,1,svchost,12,Critical,Internal,OWNER-04,7.2,No,None,Normal,Normal,Normal,Normal,None,Normal,1704.653185475103,4.0443574690150035,0.5,0.186,5,2.0,9.0
N-04-00508,2026-01-06T06:54:39,Railways,DEPT-04,S04-APP01,S04-MON01,10.2.42.130,10.3.43.73,8080,443,TCP,30250,20077,397,154,40.64,3,3,4,auth.local,5,No,USR-045,Password,Success,0,powershell,13,High,DMZ,OWNER-04,8.5,Yes,None,Normal,Normal,Normal,Normal,None,Normal,1238.361220472441,13.558070866141732,0.0,0.551,7,2.0,11.0
N-04-00509,2026-01-20T19:18:14,Railways,DEPT-04,S04-GW01,S04-MON01,10.2.42.156,10.3.43.133,443,5432,TCP,34707,43563,181,280,20.71,7,1,2,monitor.local,1,No,USR-063,Certificate,Success,2,powershell,18,High,DMZ,OWNER-04,4.2,Yes,None,Normal,Normal,Normal,Normal,None,Normal,3779.3336552390147,22.25977788507967,0.6666666666666666,0.461,3,2.0,7.0
N-04-00510,2026-01-18T19:43:00,Railways,DEPT-04,S04-DB01,S04-BKP01,10.2.42.104,10.3.43.27,53,53,TCP,13627,67162,70,34,54.77,2,1,2,auth.local,5,Yes,USR-044,SSO,Success,2,svchost,17,Critical,Internal,OWNER-04,7.2,No,None,Normal,Normal,Normal,Normal,None,Normal,1475.0593390542267,1.8988497352565272,0.6666666666666666,0.104,8,2.0,7.0
N-04-00511,2026-01-06T21:02:11,Railways,DEPT-04,S04-APP01,S04-GW01,10.2.42.17,10.3.43.37,80,22,TCP,6692,64004,115,166,67.14,6,5,3,auth.local,2,No,USR-019,SSO,Success,2,svchost,15,High,DMZ,OWNER-04,8.5,Yes,None,Normal,Normal,Normal,Normal,None,Normal,1052.9639559130176,4.185284480190647,0.6666666666666666,0.281,8,2.0,12.0
N-04-00512,2026-01-17T06:11:00,Railways,DEPT-04,S04-WS01,S04-GW01,10.2.42.222,10.3.43.160,22,443,UDP,16196,58991,282,105,104.18,2,1,3,monitor.local,2,Yes,USR-007,SSO,Success,2,java,8,Medium,Internal,OWNER-04,9.3,No,None,Normal,Normal,Normal,Normal,None,Normal,721.702822038779,3.7147245152620463,0.6666666666666666,0.387,9,2.0,8.0
N-04-00513,2026-01-19T16:54:57,Railways,DEPT-04,S04-GW01,S04-BKP01,10.2.42.240,10.3.43.22,80,443,TCP,23100,60865,97,240,67.89,4,2,4,internal.gov.local,5,No,USR-030,Password,Success,0,svchost,15,High,DMZ,OWNER-04,4.2,Yes,None,Normal,Normal,Normal,Normal,None,Normal,1236.780085432317,4.963912210929444,0.0,0.337,6,2.0,10.0
N-04-00514,2026-01-04T10:49:38,Railways,DEPT-04,S04-APP01,S04-MON01,10.2.42.226,10.3.43.150,53,5432,TCP,43397,61514,398,343,37.0,2,3,3,service.local,2,No,USR-045,Password,Success,2,nginx,10,High,DMZ,OWNER-04,8.5,Yes,None,Normal,Normal,Normal,Normal,None,Normal,2835.4324324324325,20.027027027027028,0.6666666666666666,0.741,6,2.0,10.0
N-04-00515,2026-01-04T12:51:13,Railways,DEPT-04,S04-BKP01,S04-GW01,10.2.42.173,10.3.43.164,80,22,UDP,20295,52159,488,541,113.31,8,5,2,monitor.local,1,No,USR-046,Certificate,Success,0,java,14,Critical,Internal,OWNER-04,3.3,No,None,Normal,Normal,Normal,Normal,None,Normal,639.4316476921719,9.081281440296532,0.0,1.029,7,2.0,11.0
N-04-00516,2026-01-17T07:47:22,Railways,DEPT-04,S04-GW01,S04-WS01,10.2.42.183,10.3.43.208,8080,53,UDP,35730,2319,288,508,60.8,5,1,4,monitor.local,4,No,USR-079,Password,Success,1,python,7,High,DMZ,OWNER-04,4.2,Yes,None,Normal,Normal,Normal,Normal,None,Normal,625.8059210526316,13.092105263157896,0.5,0.796,5,2.0,9.0
N-04-00517,2026-01-18T03:10:47,Railways,DEPT-04,S04-CTRL01,S04-WS01,10.2.42.227,10.3.43.154,8080,22,UDP,12335,4109,69,54,24.79,6,2,1,internal.gov.local,3,No,USR-016,SSO,Success,1,python,20,Critical,OT,OWNER-04,7.4,No,None,Normal,Normal,Normal,Normal,None,Normal,663.3319887051231,4.961678096006454,0.5,0.123,3,2.0,7.0
N-04-00518,2026-01-13T11:34:54,Railways,DEPT-04,S04-APP01,S04-WS01,10.2.42.241,10.3.43.205,8080,80,TCP,5011,27941,270,442,23.95,5,5,2,service.local,3,No,USR-036,Certificate,Success,0,svchost,3,High,DMZ,OWNER-04,8.5,Yes,None,Normal,Normal,Normal,Normal,None,Normal,1375.866388308977,29.728601252609604,0.0,0.712,7,2.0,11.0
N-04-00519,2026-01-03T14:19:29,Railways,DEPT-04,S04-GW01,S04-MGMT01,10.2.42.103,10.3.43.49,8080,22,TCP,620,32965,334,8,112.46,2,4,3,internal.gov.local,3,No,USR-030,Certificate,Success,2,svchost,12,High,DMZ,OWNER-04,4.2,Yes,None,Normal,Normal,Normal,Normal,None,Normal,298.63951627245245,3.0410812733416326,0.6666666666666666,0.342,7,2.0,11.0
N-04-00520,2026-01-03T20:22:33,Railways,DEPT-04,S04-AUTH01,S04-APP01,10.2.42.234,10.3.43.144,443,53,TCP,18325,32263,433,517,70.61,2,3,2,internal.gov.local,5,No,USR-022,Password,Success,1,java,8,Critical,Internal,OWNER-04,4.9,No,None,Normal,Normal,Normal,Normal,None,Normal,716.4424302506727,13.454184959637445,0.5,0.95,5,2.0,9.0
N-04-00521,2026-01-13T08:26:20,Railways,DEPT-04,S04-WS01,S04-APP01,10.2.42.194,10.3.43.7,443,53,UDP,48140,38426,344,82,40.86,1,5,3,monitor.local,3,Yes,USR-068,Password,Success,0,java,8,Medium,Internal,OWNER-04,9.3,No,None,Normal,Normal,Normal,Normal,None,Normal,2118.600097895252,10.425844346549193,0.0,0.426,13,2.0,12.0
N-04-00522,2026-01-09T00:42:14,Railways,DEPT-04,S04-DB01,S04-APP01,10.2.42.215,10.3.43.49,8080,80,TCP,17186,30652,311,139,107.37,3,2,2,auth.local,5,Yes,USR-032,SSO,Success,2,svchost,5,Critical,Internal,OWNER-04,7.2,No,None,Normal,Normal,Normal,Normal,None,Normal,445.5434478904722,4.191114836546522,0.6666666666666666,0.45,9,2.0,8.0
N-04-00523,2026-01-17T22:52:17,Railways,DEPT-04,S04-BKP01,S04-AUTH01,10.2.42.216,10.3.43.115,443,5432,TCP,37670,12591,217,327,107.04,3,4,4,service.local,1,Yes,USR-018,Certificate,Success,1,nginx,7,Critical,Internal,OWNER-04,3.3,No,None,Normal,Normal,Normal,Normal,None,Normal,469.5534379671151,5.082212257100149,0.5,0.544,13,2.0,12.0
N-04-00524,2026-01-13T06:44:48,Railways,DEPT-04,S04-BKP01,S04-WS01,10.2.42.232,10.3.43.12,443,80,UDP,43564,37854,6,443,85.16,7,4,4,auth.local,1,Yes,USR-019,SSO,Success,2,svchost,10,Critical,Internal,OWNER-04,3.3,No,None,Normal,Normal,Normal,Normal,None,Normal,956.0591827148896,5.27242837012682,0.6666666666666666,0.449,13,2.0,12.0
N-04-00525,2026-01-14T11:43:07,Railways,DEPT-04,S04-DB01,S04-AUTH01,10.2.42.35,10.3.43.54,53,22,UDP,28734,38562,134,113,31.32,4,1,1,internal.gov.local,3,No,USR-028,Certificate,Success,0,powershell,0,Critical,Internal,OWNER-04,7.2,No,None,Normal,Normal,Normal,Normal,None,Normal,2148.6590038314175,7.886334610472542,0.0,0.247,2,2.0,6.0
N-04-00526,2026-01-14T15:05:10,Railways,DEPT-04,S04-DB01,S04-GW01,10.2.42.37,10.3.43.247,8080,80,UDP,13396,50817,141,309,44.4,7,2,1,internal.gov.local,4,Yes,USR-074,SSO,Success,2,nginx,9,Critical,Internal,OWNER-04,7.2,No,None,Normal,Normal,Normal,Normal,None,Normal,1446.2387387387387,10.135135135135135,0.6666666666666666,0.45,8,2.0,7.0
N-04-00527,2026-01-01T18:19:59,Railways,DEPT-04,S04-CTRL01,S04-WS01,10.2.42.102,10.3.43.248,53,22,UDP,26940,48540,36,341,55.62,8,5,2,service.local,1,No,USR-018,Certificate,Success,2,java,8,Critical,OT,OWNER-04,7.4,No,None,Normal,Normal,Normal,Normal,None,Normal,1357.0658036677455,6.778137360661633,0.6666666666666666,0.377,7,2.0,11.0
N-04-00528,2026-01-13T12:55:17,Railways,DEPT-04,S04-CTRL01,S04-AUTH01,10.2.42.208,10.3.43.77,22,22,TCP,31349,40844,432,177,98.15,3,5,1,service.local,4,No,USR-035,Password,Success,0,nginx,2,Critical,OT,OWNER-04,7.4,No,None,Normal,Normal,Normal,Normal,None,Normal,735.5374426897605,6.204788588894549,0.0,0.609,6,2.0,10.0
